Address,Latitude,Longitude
432 RUE CREEK RD,46.615329,-123.675137
1036 BARNHART ST,46.67324,-123.742004
1212 266TH PL,46.495148,-124.05249
2304 265TH PL,46.49421,-124.041664
955 MILL CREEK RD,46.629765,-123.550896
202 8TH STREET,46.684753,-123.72737
15407 SANDRIDGE ROAD,46.413326,-124.02221
1483 BLOOMHARDT ROAD,46.667942,-123.71938
31205 I ST,46.528294,-124.05496
521 BALLENTINE ST,46.679756,-123.740814
60 BURKE RD,46.77969,-123.4832
4119 142ND LN,46.40493,-124.02632
33701 J PL,46.545605,-124.05418
942 BALLENTINE STREET,46.673936,-123.741116
852 FIR STREET,46.68182,-123.74839
1235 FOWLER ROAD,46.66956,-123.739395
29411 T LANE,46.51489,-124.04472
29514 K PL,46.51604,-124.05354
1904 320TH PLACE,46.534058,-124.04522
340 PARPALA ROAD,46.386234,-123.84281
1013 DURYEA STREET,46.686638,-123.72477
34206 J PLACE,46.55024,-124.05436
29018 H STREET,46.512905,-124.0567
14405 BIRCH STREET,46.406006,-124.03904
514 MC KINLEY STREET,46.672287,-123.73936
1018 DURYEA STREET,46.686626,-123.724724
71 ELK PRAIRIE ROAD,46.540077,-123.52239
1029 WILLAPA ROAD,46.67355,-123.669334
3720 RICHARDSON STREET,46.6756,-123.68848
843 MUELLER ST,46.67594,-123.70732
1304 TOWER AVENUE,46.687504,-123.722176
281 NORTH VALLEY ROAD,46.373547,-123.75692
39 RUE CREEK RD,46.621709,-123.650591
20813 CRANE PLACE,46.45187,-124.03773
3302 ROMANE RD,46.669193,-123.69435
2417 275TH PLACE,46.501236,-124.041565
29715 K STREET,46.518757,-124.05408
1319 LACKIE ROAD,46.668972,-123.68802
3818 199TH COURT,46.445213,-124.02776
697 MILL CREEK ROAD,46.622574,-123.58827
28409 U STREET,46.507904,-124.043785
33410 G STREET,46.544064,-124.05838
217 ASH STREET,46.682842,-123.74969
1608 WASHINGTON AVENUE SOUTH,46.341553,-124.053535
24506 P STREET,46.47972,-124.049965
27707 Q LANE,46.502182,-124.04838
5 NYBERG ROAD,46.346878,-123.81273
4 VIKING WAY,46.624496,-123.65088
1470 ARMSTRONG ST,46.669647,-123.67981
5375 ROOSEVELT ST,46.674973,-123.665924
3687 WILLOW LANE,46.741653,-124.08273
2000 201ST STREET,46.447678,-124.045425
13220 SANDRIDGE ROAD,46.4004,-124.02356
545 BALLENTINE,46.679436,-123.74081
27702 O PLACE,46.503384,-124.05001
61 FRANCIS ROAD,46.54301,-123.51811
619 BARNHART STREET,46.678288,-123.74205
23 BALE ROAD,46.683746,-123.778206
1708 266TH,46.49507,-124.04812
38 HYLAND STRINGER RD,46.5888,-123.63211
1089 STATE RT 4,46.363392,-123.767499
2323 HECKARD ROAD,46.658745,-123.681
31205 I ST,46.528294,-124.05496
237 14TH STREET,46.68535,-123.72082
669 WARD CREEK RD,46.726234,-123.642
936 VIRGINIA ST,46.67245,-123.78097
142 SOUTH FORK ROAD,46.633033,-123.673104
6811 ORTELIUS DR,46.31872,-124.00787
140 KNAPPTON ROAD,46.350296,-123.81292
102 LEBAM ROAD,46.562958,-123.56392
1211 PARK AVENUE,46.693413,-123.74769
31109 G STREET,46.527714,-124.057526
1904 222ND PLACE,46.463013,-124.0462
22617 PACIFIC WAY,46.466053,-124.05255
1607 HARVARD,46.67537,-123.71679
1217 GODFREY ST,46.694824,-123.74425
35708 G STREET,46.5606,-124.05918
24401 ELM PLACE,46.479195,-124.03358
702 FOWLER STREET,46.6772,-123.73953
3267 SMITH ANDERSON ROAD,46.75506,-124.066635
791 DEARBORN ST,46.676956,-123.76154
635 BRADFORD ST,46.678555,-123.745804
3800 102ND ST,46.375416,-124.028946
10200 SANDRIDGE ROAD,46.376053,-124.0268
1000 COLE AVENUE,46.674603,-123.68637
28602 X LANE,46.510147,-124.040306
15410 SANDRIDGE RD,46.413067,-124.022224
568 FOWLER ST,46.67907,-123.73955
20217 P PL,46.448177,-124.05002
29001 H STREET,46.5132,-124.056725
818 WYOMING STREET,46.670475,-123.78458
75 HYLAND STRINGER RD,46.58877,-123.63631
321 12TH STREET,46.685932,-123.722946
1119 GODFREY ST,46.69393,-123.74424
1481 PACIFIC AVENUE,46.677727,-123.71841
26612 RIDGE AVENUE,46.495224,-124.04884
1368 STATE ROUTE 401,46.319424,-123.80056
3310 281ST STREET,46.50529,-124.03167
1108 303RD PLACE,46.521534,-124.052666
9 RUE CREEK ROAD,46.621619,-123.648428
612 CHERRY ST,46.6783,-123.721016
4 VIKING WAY,46.624496,-123.65088
1089 STATE RT 4,46.363392,-123.767499
1155 PAULDING STREET,46.672886,-123.682915
1005 WASHINGTON AVENUE,46.3458956,-124.0534733
2 MOSHER LN,46.3709,-123.76153
2604 SEACREST AVENUE NORTH,46.37128,-124.05444
88 ALEXANDER ROAD,46.658417,-123.66153
20601 BIRCH PL,46.45111,-124.039085
1710 S 7TH ST,46.347388,-124.050235
907 CRESCENT ST,46.691734,-123.74536
374 WEAVER AVENUE,46.66992,-123.73745
33007 I STREET,46.540977,-124.05554
2605 NORTH RIVER RD,46.77565,-123.51925
429 3RD ST,46.68699,-123.733345
1420 PORTOLA AVENUE,46.697334,-123.74239
2725 234TH LANE,46.471,-124.037895
1172 STATE RT 4,46.35672,-123.760261
1700 194TH ST,46.44245,-124.04982
15410 SANDRIDGE RD,46.413067,-124.022224
31 HURT ROAD,46.56291,-123.62168
1915 195TH ST,46.44326,-124.04734
2280 STATE RT 6,46.67612,-123.70615
2468 STATE ROUTE 105,46.785076,-124.084236
10612 US HIGHWAY 101,46.783863,-123.74095
921 BIRD AVENUE,46.67446,-123.71565
621 OSTMAN RD,46.6687,-123.741455
20601 BIRCH PL,46.45111,-124.039085
1011 POPLAR LANE,46.67337,-123.74894
1600 222ND PLACE,46.463093,-124.05067
1500 300TH PLACE,46.51999,-124.050064
1212 FOWLER STREET,46.67068,-123.739174
1428 232ND LN,46.47041,-124.053314
32203 I STREET,46.5354,-124.055435
2204 SID SNYDER DRIVE,46.345202,-124.045777
3721 TAMERACK ST,46.73979,-124.0809
3302 ROMANE RD,46.669193,-123.69435
1230 FOWLER STREET,46.670612,-123.739204
32203 I STREET,46.5354,-124.055435
1010 WILLAPA ROAD,46.673813,-123.66936
945 CLAY STREET,46.674606,-123.7181
15603 SANDRIDGE ROAD,46.41406,-124.02213
2743 EMERSON AVE,46.54256,-123.5046
261 CAMP ONE ROAD,46.65848,-123.66875
105 DIXON ROAD,46.74969,-123.76045
30500 J PLACE,46.523285,-124.05435
1717 KRAUSE ROAD,46.666283,-123.69033
2404 HUNT ST,46.67358,-123.702995
33410 G STREET,46.544064,-124.05838
556 MILL CREEK ROAD,46.629566,-123.59635
169 N VALLEY ROAD,46.37373,-123.76675
1043 HOWARD STREET,46.693512,-123.74662
2720 212TH PLACE,46.4547,-124.03871
161 LILLY WHEATON ROAD,46.624584,-123.63259
6819 ORETELIUS DRIVE,46.318817,-124.00776
1102 SUMMIT AVENUE,46.6832,-123.74756
261 CAMP ONE ROAD,46.65848,-123.66875
13406 N PLACE,46.3994667,-124.0530492
621 OSTMAN RD,46.6687,-123.741455
1608 OREGON AVE N,46.3629,-124.052666
4103 180TH PLACE,46.43246,-124.02486
1029 WILLAPA ROAD,46.67355,-123.669334
202 8TH STREET,46.684753,-123.72737
2625 OLDANI RD,46.66844,-123.69793
1801 201ST ST,46.447575,-124.048325
803 FOWLER ROAD,46.675972,-123.7395
43 MILL RANCH RD,46.434242,-123.89438
1314 164TH PL,46.420746,-124.05385
2003 CRANBERRRY ROAD,46.39523,-124.04656
3508 102ND STREET,46.375427,-124.03216
13220 SANDRIDGE ROAD,46.4004,-124.02356
659 SMITH CREEK RD,46.753334,-123.681595
31204 M STREET,46.527996,-124.05165
26109 Z STREET,46.49059,-124.03906
2721 STATE ROUTE 6,46.54297,-123.50962
1361 ANDREW STREET,46.671448,-123.69278
912 OCEAN AVENUE,46.682293,-123.74492
1481 PACIFIC AVENUE,46.677727,-123.71841
32 SWARTZ LANE,46.663948,-123.76996
12 BREEN ROAD,46.539368,-123.47114
790 STATE ROUTE 4,46.376186,-123.79993
805 OYSTERVILLE ROAD,46.54797,-124.05644
1205 201ST LANE,46.447803,-124.053215
2700 235TH LANE,46.47167,-124.03822
24207 BIRCH PL,46.477486,-124.03691
225 N VALLEY ROAD,46.37389,-123.760956
17 NORTH VALLEY ROAD,46.371838,-123.78247
30205 M PLACE,46.520767,-124.051735
93 ALEXANDER ROAD,46.658295,-123.66131
820 CALIFORNIA STREET,46.665894,-123.78462
225 N VALLEY ROAD,46.37389,-123.760956
703 BRADFORD ST,46.677105,-123.74581
15410 SANDRIDGE RD,46.413067,-124.022224
1410 275TH PL,46.50175,-124.0516
2205 231ST LANE,46.46951,-124.04413
2404 HUNT ST,46.67358,-123.702995
10006 SANDRIDGE ROAD,46.373966,-124.02704
2005 WILLIAMS ST,46.67695,-123.71063
10515 PACIFIC WAY,46.379265,-124.053055
10 SPRUCE LANE,46.646225,-123.924553
2811 219TH STREET,46.460453,-124.03713
24908 PARK AVENUE,46.48301,-124.05136
5501 SANDRIDGE ROAD,46.34239,-124.0419
15311 BIRCH STREET,46.412704,-124.03906
2 NASELLE ROAD,46.371677,-123.8052
32101 G STREET,46.534687,-124.05788
3807 102ND ST,46.3754,-124.02842
300 PARPALA ROAD,46.381123,-123.84121
1708 266TH,46.49507,-124.04812
1054 POPLAR LN,46.673138,-123.74893
9 RHODESIA BEACH,46.613161,-123.9545
501 SHOREVIEW DRIVE S #402,46.34808,-124.05819
2705 233RD LANE,46.470352,-124.038376
23829 ISLE PLACE,46.474632,-124.029884
302 BAY CENTER ROAD,46.608074,-123.953606
1305 145TH PL,46.40738,-124.05429
202 EIGHTH STREET,46.684753,-123.72737
2311 HARVARD STREET,46.675568,-123.70691
30510 SANDRIDGE RD,46.522846,-124.03073
28909 V LN,46.51149,-124.042465
1092 STATE ROUTE 4,46.3625471,-123.7678862
7 MONOHON LANDING ROAD,46.693913,-123.73476
15407 SANDRIDGE ROAD,46.413326,-124.02221
1124 HARRISON AVE,46.6735,-123.74703
201 NE 23RD ST,46.368877,-124.052216
289 KNAPPTON ROAD,46.36294,-123.81182
2005 WILLIAMS ST,46.67695,-123.71063
722 DURYEA STREET,46.6866,-123.72824
32 SWARTZ LANE,46.663948,-123.76996
10904 SANDRIDGE RD,46.38045,-124.02631
35708 G STREET,46.5606,-124.05918
168 STAUFFER ROAD,46.586906,-123.62136
5 TORPPA ROAD,46.37403,-123.80231
27011 VERNON AVENUE,46.498074,-124.04979
240 STRINGTOWN ROAD,46.319412,-124.00893
2601 250TH ST,46.482944,-124.039856
32 ELLIOTT ROAD,46.6645,-123.77365
30205 M PLACE,46.520767,-124.051735
2107 208TH PLACE,46.452747,-124.04508
727 MC KINLEY AVENUE,46.672264,-123.74237
820 CALIFORNIA STREET,46.665894,-123.78462
309 9TH STREET SE,46.3465583,-124.0526346
2280 STATE RT 6,46.560072,-123.562256
2404 HUNT ST,46.67358,-123.702995
5706 SCHOOL STREET,46.676384,-123.66409
4204 SANDRIDGE RD,46.333378,-124.04402
508 OSTMAN ROAD,46.66867,-123.73932
13402 T LN,46.3990108,-124.0476654
2880 OLDANI ROAD,46.668434,-123.69668
1435 LARCH ST,46.697796,-123.739494
19409 K PLACE,46.443046,-124.056003
706 BRADFORD STREET,46.677063,-123.74582
1140 DEAL STREET,46.673103,-123.68416
811 352ND PLACE,46.556965,-124.05872
3616 102ND PLACE,46.37542,-124.03049
2104 HENKLE STREET,46.678347,-123.709158
4300 TRESIZE ROAD,46.679344,-123.682625
2133 BUSH AVENUE,46.695114,-123.736046
17 GOLDAU ROAD,46.587757,-123.62177
2812 NORTH RIVER ROAD,46.775005,-123.48059
27701 O ST,46.50337,-124.050026
7484 US HIGHWAY 101,46.666622,-123.91886
488 STATE ROUTE 6,46.657143,-123.68519
1140 DEAL STREET,46.673103,-123.68416
920 CRESCENT STREET,46.691822,-123.74538
955 STATE ROUTE 4,46.369886,-123.78125
20807 CRANE PL,46.451862,-124.03773
29012 S LANE,46.512383,-124.04584
2280 STATE RT 6,46.67612,-123.70615
590 RUE CREEK ROAD,46.624084,-123.68416
907 CRESCENT ST,46.691734,-123.74536
697 MILL CREEK ROAD,46.622574,-123.58827
482 RUE CREEK RD,46.618997,-123.680962
1404 FOWLER ROAD,46.668606,-123.73869
1803 194TH ST,46.44246,-124.048035
1504 323RD AVENUE,46.536297,-124.04977
1400 138TH STREET,46.4021859,-124.0540616
23716 J PL,46.47486,-124.05519
7484 US HIGHWAY 101,46.666622,-123.91886
105 NORTH VALLEY ROAD,46.371998,-123.77158
31107 L ST,46.527664,-124.05284
13220 SANDRIDGE ROAD,46.4004,-124.02356
20703 BIRCH PL,46.451836,-124.03911
20215 P PLACE,46.448166,-124.05002
34810 STACKPOLE ROAD,46.56984,-124.03436
1321 STATE ROUTE 4,46.35475,-123.742424
427 WEAVER AVENUE,46.669926,-123.73817
1104 WILLAPA STREET,46.69384,-123.74185
3310 281ST STREET,46.50529,-124.03167
2100 285TH LANE,46.508507,-124.043724
654 MILL CREEK ROAD,46.62527,-123.59634
1105 195TH ST,46.44356,-124.055511
1122 DURYEA ST,46.68664,-123.723755
840 WILLAPA FIRST ST,46.675808,-123.6684
1217 GODFREY ST,46.694824,-123.74425
341 JOE ROCKY ROAD,46.662804,-123.73284
3739 STATE RT 105,46.7398473,-124.0775671
1107 LAKE STREET,46.6727,-123.71686
38 HYLAND STRINGER RD,46.5888,-123.63211
1601 WASHINGTON AVENUE N,46.362816,-124.051186
1611 208TH PLACE,46.452812,-124.05055
471 SOUTH FORK ROAD,46.656696,-123.7239
120 STRINGTOWN ROAD,46.30912,-123.983955
24108 GILE PLACE,46.47712,-124.03112
556 MILL CREEK ROAD,46.629566,-123.59635
2827 231ST LANE,46.46892,-124.03748
45 BALE ROAD,46.684162,-123.778206
32400 DOUGLAS DR,46.537186,-124.032906
11313 PACIFIC HIGHWAY,46.3496271,-124.054848
618 BRADFORD STREET,46.67854,-123.746826
4208 SANDRIDGE RD,46.333397,-124.044014
1112 STATE ROUTE 4,46.360534,-123.767122
102 LEBAM ROAD,46.562958,-123.56392
1102 DIVISION AVE,46.671764,-123.71431
1200 302ND ST,46.520676,-124.05228
32203 DOUGLAS DRIVE,46.53593,-124.033066
828 MAY STREET,46.67553,-123.73828
49 OXBOW RD,46.58023,-123.63763
32307 I ST,46.536224,-124.05546
1102 SUMMIT AVENUE,46.6832,-123.74756
2825 234TH LN,46.470978,-124.0368
727 WILLAPA SECOND STREET,46.676964,-123.66528
31 HURT ROAD,46.56291,-123.62168
790 STATE ROUTE 4,46.376186,-123.79993
1108 303RD PLACE,46.521534,-124.052666
1483 BLOOMHARDT ROAD,46.667942,-123.71938
4220 OLDANI ROAD,46.6697706,-123.6824579
23412 BIRCH PL,46.470448,-124.03757
20807 CRANE PL,46.451862,-124.03773
15813 BIRCH STREET,46.417065,-124.038895
2144 BUSH AVE,46.695103,-123.73562
30108 J PLACE,46.52048,-124.05436
719 MAIN STREET,46.674835,-123.7817999
556 MILL CREEK ROAD,46.629566,-123.59635
912 OCEAN AVENUE,46.682293,-123.74492
3035 OLDANI ROAD,46.668446,-123.69634
305 14TH STREET,46.685623,-123.72083
3003 WILLAPA RD,46.672874,-123.69825
30504 L PL,46.523727,-124.05236
2562 EVERGREEN PARK ROAD,46.780666,-124.078964
3208 113TH LANE,46.383904,-124.03419
904 WILLAPA RD,46.674908,-123.66942
1018 DURYEA STREET,46.686626,-123.724724
1601 WASHINGTON AVENUE N,46.362816,-124.051186
102 RAFF ROAD,46.38315,-123.73018
30700 M PL,46.52428,-124.051254
24908 PARK AVENUE,46.48301,-124.05136
5 NYBERG ROAD,46.346878,-123.81273
223 KNAPPTON ROAD,46.357197,-123.81232
1357 GRUHN ROAD,46.669674,-123.694496
10515 PACIFIC WAY,46.379265,-124.053055
15410 SANDRIDGE RD,46.413067,-124.022224
28440 Z LANE,46.508266,-124.03865
1420 48TH PLACE UNIT #B-4,46.336424,-124.05167
1122 DURYEA ST,46.68664,-123.723755
24409 ELM PLACE,46.479504,-124.033676
2740 HEATHER RD,46.77491,-124.07765
7500 US HWY 101,46.667282,-123.91885
2375 COLORADO AVENUE,46.6746919,-123.7651099
142 SOUTH FORK ROAD,46.633033,-123.673104
2 MOSHER LN,46.3709,-123.76153
85 ALEXANDER ROAD,46.65854,-123.66176
1608 OREGON AVE N,46.3629,-124.052666
31304 O PLACE,46.528786,-124.049324
205 14TH STREET,46.685223,-123.72081
1801 201ST ST,46.447575,-124.048325
37 BALE ROAD,46.684013,-123.778206
525 JACKSON STREET,46.67607,-123.74021
1105 WILLAPA STREET,46.69384,-123.74184
29920 W PL,46.519108,-124.041565
1209 201ST LN,46.447803,-124.053185
1200 302ND ST,46.520676,-124.05228
7500 US HWY 101,46.667282,-123.91885
1112 STATE ROUTE 4,46.36112,-123.76572
19409 K PLACE,46.443046,-124.056003
1010 WILLAPA FIRST,46.673839,-123.668618
23807 K PLACE,46.47508,-124.05555
1119 GODFREY ST,46.69393,-123.74424
1808 OCEAN BCH BLVD S,46.3400308,-124.0563921
527 MCKINLEY AVE,46.672287,-123.74017
21403 PACIFIC WAY,46.457077,-124.05296
1230 FOWLER STREET,46.670612,-123.739204
443 MONOHON LANDING ROAD,46.69128,-123.68773
791 DEARBORN ST,46.676956,-123.76154
10200 SANDRIDGE ROAD,46.376053,-124.0268
30700 M PL,46.52428,-124.051254
2205 231ST LANE,46.46951,-124.04413
112 28TH ST NW,46.373558,-124.05394
401 OCEAN BEACH BLVD N,46.35334,-124.055176
964 STATE ROUTE 4,46.675518,-123.76342
1172 STATE ROUTE 4,46.35672,-123.760261
1510 208TH PLACE,46.452824,-124.051544
831 SEELEY STREET,46.675865,-123.74328
14918 SANDRIDGE RD,46.409595,-124.02256
28909 V LN,46.51149,-124.042465
2714 217TH STREET,46.45884,-124.037895
1119 GODFREY ST,46.69393,-123.74424
229 8TH STREET,46.68497,-123.727356
1717 195TH ST,46.443275,-124.0496
2880 OLDANI ROAD,46.668434,-123.69668
2708 SEA CREST AVENUE,46.372843,-124.054118
991 LUDINGTON AVE,46.6749321,-123.6889416
806 WASHINGTON AVE S,46.34652,-124.052704
15410 SANDRIDGE RD,46.413067,-124.022224
3002 202ND PLACE,46.447865,-124.03626
1125 SHERMAN AVENUE,46.684002,-123.74841
57 ELK PRAIRIE ROAD,46.540417,-123.52241
24108 GILE PLACE,46.47712,-124.03112
3636 OLDANI ROAD,46.66848,-123.68838
31007 SANDRIDGE RD,46.526478,-124.03074
432 RUE CREEK RD,46.615329,-123.675137
